Category,Admissions,Male,Emergency,Waiting List,Mean Waiting Time,Median Waiting Time,Mean length of stay,Median length of stay,Mean Age,Age 0-14,Age 15-59,Age 60-74,Age 75+,Day case,Bed days,Year
I20-I25 Ischaemic heart diseases,306874,263565,180881,95606,112.0,80.0,7.3,5.0,67,25,109952,171401.0,127845,54322,1854687.0,2003
I26-I28 Pulmonary heart disease & diseases of pulmonary circulation,18904,11813,15242,1224,44.0,13.0,11.4,8.0,62,176,9692,8756.0,8960,1800,202130.0,2003
I30-I52 Other forms of heart disease,200353,147417,141107,41198,96.0,58.0,10.4,6.0,70,2160,48875,87842.0,138965,26391,1775822.0,2003
I60-I69 Cerebrovascular diseases,101430,77763,81415,7026,45.0,22.0,27.8,12.0,73,425,23642,47336.0,92952,1278,2656783.0,2003
"I70-I79 Diseases of arteries, arterioles & capillaries",60023,45081,18564,33984,53.0,28.0,11.4,5.0,68,393,14989,29447.0,28129,9102,562028.0,2003
I80-I89 Diseases of veins & lymphatic system nec.,142062,71457,36890,89959,162.0,106.0,4.5,1.0,52,2949,95315,36076.0,20461,68919,324417.0,2003
I95-I99 Other & unspecified disorders of the circulatory system,9475,5827,7684,1072,44.0,18.0,11.4,6.0,74,44,1685,3327.0,8359,1008,100354.0,2003
J00-J06 Acute upper respiratory infections,77989,44622,71701,5178,162.0,109.0,1.3,1.0,10,62022,15288,1554.0,1553,965,97409.0,2003
J10-J18 Influenza & pneumonia,88644,67726,82974,1620,30.0,6.0,13.3,6.0,62,12605,23960,26647.0,68179,1063,1117888.0,2003
J20-J22 Other acute lower respiratory infections,94303,60058,89386,1381,55.0,6.0,8.5,4.0,46,32933,22381,20012.0,45933,651,751043.0,2003
J30-J39 Other diseases of upper respiratory tract,132021,70608,9771,119606,166.0,121.0,1.6,1.0,31,38690,78864,11978.0,3567,23598,150253.0,2003
J40-J47 Chronic lower respiratory diseases,165161,112812,152586,5221,43.0,11.0,7.8,4.0,56,25252,54904,75187.0,74232,4177,1242574.0,2003
J60-J70 Lung diseases due to external agents,5499,5581,4820,226,39.0,11.0,18.5,10.0,70,234,1696,2191.0,5169,150,104147.0,2003
J80-J99 Other diseases of the respiratory system,45503,36292,29414,8888,25.0,8.0,10.8,6.0,60,2620,19498,20019.0,20310,6014,427102.0,2003
"K00-K14 Diseases of oral cavity, salivary glands & jaws",171366,77722,8356,152684,82.0,53.0,2.0,1.0,29,54949,99052,13026.0,5564,138708,57254.0,2003
K20-K31 Diseases of oesophagusstomach & duodenum,268496,167970,44539,145983,64.0,35.0,7.8,4.0,57,7735,146297,94388.0,73685,211336,497934.0,2003
K35-K38 Diseases of appendix,35752,21653,34500,861,88.0,51.0,4.3,3.0,29,9718,26413,2054.0,858,42,154743.0,2003
K40-K46 Hernia,157156,112882,15318,127951,134.0,85.0,3.3,2.0,54,11673,74208,47534.0,29828,80631,246107.0,2003
K50-K52 Noninfective enteritis & colitis,114050,59157,61552,32880,67.0,36.0,6.5,2.0,43,21902,66482,22175.0,24325,42558,455441.0,2003
K55-K63 Other diseases of intestines,223502,115735,91991,96283,74.0,40.0,7.6,3.0,56,16664,101700,64508.0,71523,101570,869672.0,2003
K65-K67 Diseases of peritoneum,6492,3359,4161,1981,92.0,52.0,11.7,6.0,54,285,4213,1943.0,1979,679,67930.0,2003
K70-K77 Diseases of liver,21903,19688,13501,4852,42.0,20.0,12.9,8.0,53,520,21660,8189.0,2503,3761,241438.0,2003
"K80-K87 Disorders of gall bladder, biliary tract & pancreas",116463,51126,55760,54067,142.0,84.0,6.3,3.0,56,516,74783,38290.0,29371,7504,678465.0,2003
K90-K93 Other diseases of the digestive system,51843,38844,37353,8918,56.0,28.0,7.3,3.0,59,2783,27890,16798.0,26474,10797,261999.0,2003
L00-L14  L55-L99 Other infections and disorders of the skin,234516,130577,91285,129520,88.0,50.0,8.2,3.0,48,18870,145014,46252.0,47661,115568,931128.0,2003
L20-L30 Dermatitis and eczema,9496,5038,5353,2995,42.0,21.0,5.5,3.0,35,3559,3768,1445.0,1468,2394,38000.0,2003
L40-L45 Papulosquamous disorders (including Psoriasis),11674,6112,1356,6180,35.0,11.0,13.4,11.0,49,371,8263,2638.0,785,7360,56600.0,2003
L50-L54 Urticaria and erythems,4445,2374,3814,400,45.0,18.0,3.3,1.0,27,2142,1975,437.0,375,379,13098.0,2003
M00-M25 Arthropathies,340371,154509,35056,274489,197.0,157.0,7.2,5.0,56,12407,163185,107920.0,68777,123772,1510324.0,2003
M30-M36 Systemic connective tissue disorders,13753,4149,3881,5655,31.0,12.0,9.6,4.0,50,964,8578,3742.0,2342,6253,70478.0,2003
M40-M54 Dorsopathies,152246,67719,30976,88197,98.0,57.0,7.5,4.0,54,2248,94963,37637.0,25255,89657,452547.0,2003
M60-M79 Soft tissue disorders,137720,66417,49785,77578,155.0,104.0,2.8,1.0,53,4915,80673,36443.0,22379,54296,222408.0,2003
M80-M94 Osteopathies and chondropathies,40002,19606,10892,22253,109.0,60.0,9.8,3.0,50,4427,19950,8621.0,10754,13671,246515.0,2003
M95-M99 Other disorders of the musculoskeletal system & conn. tiss.,3753,1946,437,2943,202.0,162.0,7.0,2.0,43,103,2860,477.0,493,778,19771.0,2003
"N00-N08, N10-N16 Diseases of the kidney",27640,15101,14443,9670,62.0,33.0,6.2,3.0,45,3743,17611,6794.0,4828,5653,137797.0,2003
N17-N19 Renal failure,68678,47210,17542,14878,54.0,21.0,11.9,5.0,61,2544,26528,27893.0,26400,37206,358010.0,2003
N20-N23 Urolithiasis,51256,40453,21053,24212,60.0,33.0,3.4,2.0,51,448,39011,12883.0,4627,18020,112901.0,2003
N25-N29 Other disorders of kidney & ureter,3479,2166,1065,1786,62.0,33.0,6.7,3.0,49,570,1700,1054.0,734,837,17612.0,2003
N30-N39 Other diseases of the urinary system,163326,80067,64247,77627,93.0,54.0,9.4,4.0,59,12911,61953,43797.0,70642,62868,928938.0,2003
N40-N51 Diseases of male genital organs,114099,118768,21780,83185,113.0,69.0,3.5,2.0,48,21137,42858,33408.0,21232,56507,197538.0,2003
N60-N64 Disorders of breast,25295,2777,3243,21260,93.0,31.0,2.2,2.0,43,352,21201,3142.0,979,11258,30978.0,2003
N70-N77 Inflammatory diseases of female pelvic organs,25714,8,11545,13185,83.0,52.0,2.6,1.0,36,331,24483,1201.0,660,8391,45821.0,2003
N80-N98 Noninflammatory disorders of female genital tract,262710,57,29458,216769,82.0,49.0,3.1,2.0,45,1288,215645,32894.0,12058,144216,363567.0,2003
N99 Other disorders of the genitourinary system,2813,1093,540,2052,120.0,75.0,5.7,4.0,54,194,1413,1005.0,470,603,12425.0,2003
O00-O08 Pregnancy with abortive outcome,162409,14,67191,73465,7.0,5.0,1.1,1.0,30,580,145351,3.0,4216,73505,93462.0,2003
"O10-O75, O85-O92, O95-O99 Complications of labour and delivery",921399,26,65747,20442,16.0,1.0,1.9,1.0,28,569,938210,12.0,213,19763,1697718.0,2003
O80-O84 Delivery,99540,0,361,599,26.0,2.0,2.0,1.0,28,41,100103,0.0,17,3,195445.0,2003
P00-P04 Complications of fetus/neonate affected by maternal,9268,5170,80,10,16.0,7.0,3.3,2.0,0,9921,14,0.0,1,6,30441.0,2003
P05-P96 Other conditions originating in the perinatal period,141422,91338,17262,1846,115.0,66.0,6.9,3.0,0,163878,218,1.0,21,1489,941793.0,2003
Q00-Q89 Congenital malformations,93199,58321,8916,54608,135.0,86.0,4.3,2.0,11,77476,19468,2360.0,1166,27193,268966.0,2003
Q90-Q99 Chromosomal abnormalities nec.,1567,1014,252,420,68.0,20.0,12.3,3.0,13,1207,475,27.0,0,309,11159.0,2003
R00-R09 Symptoms & signs inv. the circulatory/respiratory system,299205,185948,246244,39441,92.0,49.0,2.9,1.0,55,26723,151888,96090.0,76539,32141,761305.0,2003
R10-R19 Symptoms & signs inv. the digestive system & abdomen,315192,122788,198460,77151,65.0,37.0,3.5,2.0,44,35979,203051,59527.0,50195,87920,784889.0,2003
R20-R23 Symptoms & signs inv. the skin & subcutaneous tissue,28428,14094,18377,8167,78.0,38.0,1.9,1.0,34,10322,12726,4075.0,3012,5957,43143.0,2003
R25-R29 Symptoms & signs inv. the nervous & musculoskeletal sys.,17451,8734,9078,2693,47.0,23.0,13.5,4.0,47,5763,4291,2988.0,7818,1843,188902.0,2003
R30-R39 Symptoms & signs involving the urinary system,119214,89383,33820,64157,57.0,33.0,4.9,3.0,62,3004,45368,40239.0,39911,71525,222749.0,2003
"R40-R46 Symptoms & signs inv. Cognition, perception etc.",32447,18618,28677,1700,63.0,26.0,11.3,4.0,68,1138,8654,9328.0,22878,927,312779.0,2003
R47-R49 Symptoms & signs inv. speech & voice,6147,3322,2007,3636,50.0,30.0,6.6,2.0,59,300,2730,2030.0,1742,2073,23409.0,2003
R50-R68 General symptoms & signs,212594,116211,174452,23768,48.0,20.0,7.2,2.0,51,43458,77942,40451.0,94024,18515,1284771.0,2003
R69 Unknown & unspecified causes of morbidity,247108,122179,100179,72912,107.0,39.0,19.4,3.0,49,31560,125944,54273.0,69135,53362,2663736.0,2003
R70-R89 Abnormal findings of bodily fluids or samples without diag.,25975,10379,2656,17122,38.0,26.0,2.6,1.0,49,623,16480,6596.0,2952,18262,17629.0,2003
R90-R94 Abnormal findings on diagnostic imaging/function studies,19708,11689,3072,11779,29.0,9.0,5.1,2.0,60,540,8113,8048.0,5015,12226,38297.0,2003
R95-R99 Ill-defined & unknown causes of mortality,45,25,30,2,0.0,0.0,11.9,2.0,59,10,5,8.0,26,0,493.0,2003
S00-S09 Injuries to the head,115013,83168,95253,13698,18.0,5.0,3.9,1.0,34,32358,64245,8311.0,18786,9545,379725.0,2003
S10-S19 Injuries to the neck,5680,3868,4884,210,41.0,16.0,12.3,2.0,42,524,4197,715.0,961,57,59259.0,2003
S20-S29 Injuries to the thorax,12894,9874,12155,164,52.0,7.0,8.8,4.0,52,426,8527,2533.0,4017,33,108976.0,2003
"S30-S39 Injuries to abdomen, lower back, lumbar spine & pelvis",23877,13412,21409,460,56.0,20.0,12.5,5.0,51,2931,12301,2894.0,10759,158,286255.0,2003
S40-S49 Injuries to the shoulder & upper arm,26383,14166,23181,1802,48.0,6.0,8.8,2.0,48,6291,9639,4174.0,10161,193,219821.0,2003
S50-S59 Injuries to the elbow & forearm,61461,34518,55767,3418,20.0,2.0,3.6,1.0,35,23950,23934,7380.0,9972,947,211154.0,2003
S60-S69 Injuries to the wrist & hand,63175,48824,53268,5943,32.0,3.0,1.7,1.0,33,9712,48615,3982.0,2952,3195,98197.0,2003
S70-S79 Injuries to the hip & thigh,77206,26154,68499,1310,54.0,3.0,24.8,16.0,76,2884,8539,13846.0,71767,66,1842745.0,2003
S80-S89 Injuries to the knee & lower leg,62343,37169,54685,4791,83.0,20.0,9.2,4.0,45,7875,38513,9261.0,13124,1867,534150.0,2003
S90-S99 Injuries to the ankle & foot,11539,7607,10257,770,60.0,8.0,6.0,2.0,39,2016,7543,1366.0,1714,312,65522.0,2003
T00-T07 Injuries involving multiple body regions,1503,1008,1386,28,3.0,1.0,10.7,3.0,43,256,911,205.0,371,4,15161.0,2003
T08-T14 Injuries to unspecified part of trunk limb or body,4559,2564,3926,367,69.0,19.0,6.7,2.0,46,875,2147,619.0,1468,198,26974.0,2003
T15-T19 Effects of foreign body entering through natural orifice,11452,6915,8309,2568,16.0,5.0,1.3,1.0,26,5980,4146,1046.0,957,2219,11553.0,2003
T20-T32 Burns and corrosions,8588,5762,6893,365,20.0,4.0,6.4,2.0,27,3734,4005,603.0,715,83,51900.0,2003
T33-T35 Frostbite,27,33,23,2,113.0,112.0,9.7,3.0,42,0,32,2.0,2,0,256.0,2003
T36-T50 Poisonings by drugs medicaments & biological substances,76104,36612,74847,184,119.0,17.0,2.0,1.0,33,8265,71627,3869.0,3315,62,146625.0,2003
T51-T65 Tox. effcts. of substnces. chiefly non-medicinal as to source,6432,4092,6077,62,108.0,98.0,2.1,1.0,29,2396,3616,543.0,577,200,13457.0,2003
T66-T78 Other and unspecified effects of external causes,7635,4183,6473,615,65.0,40.0,2.8,1.0,33,2828,3623,931.0,1038,792,19298.0,2003
T79 Certain early complications of trauma,2462,1970,2042,302,124.0,48.0,6.3,3.0,40,264,1980,323.0,251,101,14376.0,2003
T80-T88 Complications of surgical & medical care nec.,109934,63480,63625,36480,102.0,45.0,8.8,4.0,55,7933,53445,34565.0,30107,11687,836271.0,2003
T90-T98 Sequelae of injuriesof poisoning & other consequences,810,436,158,484,129.0,75.0,9.8,2.0,44,66,537,92.0,139,205,5898.0,2003
Z00-Z13 Examination and investigation,211504,119204,17877,85498,106.0,50.0,2.9,1.0,54,24702,77859,63852.0,47932,160998,118813.0,2003
Z20-Z29 Potential health hazards related to communicable diseases,6339,3528,370,1950,26.0,14.0,6.9,1.0,14,4880,692,404.0,362,3062,8414.0,2003
Z30-Z39 Health services in circumstances related to reproduction,581471,229260,7348,69032,99.0,66.0,1.6,1.0,10,396242,192977,125.0,425,71978,810188.0,2003
Z40-Z54 Persons encountering health services for specific care,133014,76969,11746,83306,87.0,36.0,10.3,2.0,51,16500,61587,30917.0,32803,57929,695860.0,2003
Z55-Z65 Potential health hazards reltd. to socioeconomic & psychosoc.l,896,417,629,104,29.0,12.0,13.7,2.0,34,330,361,84.0,213,70,10199.0,2003
Z70-Z76 Persons encountering health services in other circs.,59096,32319,10828,14648,59.0,7.0,9.0,4.0,40,24912,18392,7580.0,14771,3014,486563.0,2003
Z80-Z99 Persons with potential health hazards related to family,14450,6957,1083,7163,111.0,48.0,8.2,2.0,46,2538,6742,3242.0,2399,9410,38399.0,2003
A00-A09 Intestinal infectious diseases,38147,20635,33957,2555,74.0,41.0,3.7,1.0,19,26063,7693,3422.0,4690,3346,124030.95009589041,2001
A15-A19 Tuberculosis,3662,2814,2346,804,23.0,9.0,17.7,10.0,43,232,3364,920.0,559,496,57455.335958904114,2001
A20-A49 Certain bacterial diseases,17432,12179,15373,568,28.0,9.0,14.1,7.0,51,4659,5424,5256.0,9185,268,228501.00789041095,2001
A50-A64 Infections with predominantly sexual mode of transmission,2842,1194,612,1962,82.0,50.0,3.4,1.0,35,81,2134,139.0,90,1626,4062.066575342466,2001
A65-A79 Other infectious and parasitic disorders,278,161,135,64,71.0,40.0,4.3,2.0,41,41,201,22.0,35,85,842.419589041096,2001
A80-A89 Viral infections of the central nervous system,4462,2489,4202,105,39.0,7.0,5.3,3.0,28,929,4223,251.0,88,45,23800.818493150684,2001
A90-A99 Arthropod-borne viral fevers & viral haemorrhagic fevers,37,25,36,0,,,3.6,3.0,37,1,37,5.0,1,0,138.58791780821917,2001
B00-B09 Viral infections characterized by skin & mucous mem. lesns.,11322,5919,7205,3417,61.0,40.0,5.9,2.0,34,4706,3866,1660.0,2083,3411,46037.6734109589,2001
B15-B19 Viral hepatitis,4930,3621,1305,2090,68.0,38.0,4.8,2.0,41,171,4686,427.0,101,2114,13607.630904109588,2001
B20-B24 Human imrnunodeficiency virus [HIV] disease,3501,3410,1610,1052,13.0,1.0,13.4,7.0,38,117,3165,101.0,14,1127,32989.07473972603,2001
B25-B34 Other viral diseases,47383,26732,46295,513,37.0,16.0,1.4,1.0,10,37433,10431,1016.0,584,416,65671.01473972603,2001
B35-B49 Mycoses,3206,1819,1462,1052,44.0,24.0,7.4,2.0,43,697,1666,768.0,692,1323,13969.112602739726,2001
B50-B64 Protozoal diseases,2329,1780,2070,105,26.0,9.0,5.2,3.0,34,351,2159,220.0,38,83,11509.580273972602,2001
B65-B83 Helminthiases,379,187,199,123,65.0,42.0,4.6,3.0,28,138,225,31.0,6,103,1256.7335342465753,2001
B85-B99 Other infectious and parasitic diseases,1035,568,790,131,38.0,14.0,8.3,3.0,34,472,320,141.0,273,95,8067.969739726028,2001
C00-C14 Malignant neoplasm of liporal cavity and pharynx,11125,8291,1788,6578,20.0,11.0,9.8,4.0,60,130,5985,4302.0,2064,2036,86521.74443835617,2001
C15-C26 Malignant neoplasm of digestive organs,234798,159244,30856,90121,17.0,8.0,11.9,8.0,65,576,71621,124544.0,64844,147477,1035547.4423013697,2001
C30-C39 Malignant neoplasms of respiratory & intrathoracic organs,70582,52593,21579,23619,14.0,7.0,10.5,6.0,66,185,21589,40165.0,21959,27406,451926.1488767123,2001
C40-C41 Malignant neoplasm of bone and articular cartilage,5002,3067,984,1541,19.0,6.0,6.8,3.0,27,1670,2895,403.0,242,1167,25203.74020547945,2001
C43-C44 Malignant neoplasms of skin,58213,31616,1254,51723,45.0,32.0,4.8,2.0,69,64,13348,19826.0,25484,44879,62339.048136986305,2001
C45-C49 Malignant neoplasms of mesothelial and soft tissue,11049,7335,2509,4059,19.0,9.0,8.3,4.0,53,1275,4547,4285.0,2096,3758,59832.183808219175,2001
C50 Malignant neoplasm of breast,115164,813,7345,53674,16.0,12.0,6.7,4.0,56,0,75923,30863.0,10797,73090,276458.79665753426,2001
C51-C58 Malignant neoplasms of female genital organs,54299,13,7110,22784,18.0,11.0,8.1,5.0,61,125,24793,22426.0,9610,26846,216959.4184109589,2001
C60-C63 Malignant neoplasms of male genital organs,38201,41821,8237,19933,43.0,24.0,8.7,5.0,67,143,8931,16816.0,15949,14486,203423.66041095892,2001
C64-C68 Malignant neoplasms of urinary tract,85285,65476,7108,46208,45.0,27.0,6.8,3.0,69,1945,13339,38610.0,36315,41214,295567.15561643837,2001
"C69-C72 Malignant neoplasms of eye, brain & other parts of CNS",15509,10422,4833,4348,28.0,9.0,12.3,6.0,37,5338,7196,3662.0,1495,5152,125894.72830136986,2001
"C81-C96 Malignant neoplasms of lymphoid, haematopoietic & rel. tiss.",204437,124613,24952,78646,10.0,4.0,9.9,4.0,53,21977,89371,68184.0,33973,153180,496646.66456164385,2001
"C73-C80, C97 Malignant neoplsm. of thyroid and oth. endo. Glands etc.",78242,36576,23235,24010,18.0,7.0,10.9,6.0,61,2246,32446,35425.0,19932,31273,509347.87049315067,2001
D00-D48 In situ & benign neoplasms and others of uncertainty,274990,118546,14461,204694,75.0,41.0,5.5,3.0,54,10052,149528,70372.0,54185,191411,448990.1525753425,2001
D50-D64 Anaemias,107556,52612,34662,42292,31.0,13.0,7.2,3.0,57,7814,44398,29261.0,45585,58911,345088.41912328766,2001
D65-D89 Diseases of the blood and blood-forming organs,49830,28656,14421,17824,20.0,7.0,5.5,3.0,43,11104,23765,11782.0,6030,30581,103339.24356164385,2001
E00-E07 Disorders of thyroid gland,9913,2041,1881,7013,102.0,61.0,6.1,3.0,50,475,6629,2107.0,1665,1392,49990.12293150685,2001
E10-E14 Diabetes Mellitus,55770,37360,30798,18768,42.0,26.0,10.3,4.0,52,5366,30555,19809.0,13296,19608,366135.96395890415,2001
E15-E90 Endocrine nutritional and metabolic diseases,63283,34168,26891,20682,60.0,19.0,9.1,4.0,47,11333,30831,14790.0,15521,25144,340227.5408219178,2001
F00-F03 Dementia,22449,11322,12775,2388,24.0,4.0,76.2,28.0,80,0,578,5359.0,21451,65,1116562.929,2001
F04-F09 Other organic including symptomatic mental disorders,4133,2423,3017,334,24.0,4.0,45.4,16.0,67,46,1392,964.0,2807,92,127460.33424657534,2001
F10-F19 Mental and behavioural disorders due to psychoactive subst.,36398,28486,27774,4990,33.0,8.0,12.4,5.0,38,2180,34794,3266.0,952,140,395942.2199178082,2001
"F20-F29 Schizophrenia, schizotypal and delusional disorders",32170,22690,23644,1952,21.0,2.0,111.8,33.0,41,74,31449,3676.0,1852,33,1960927.2666164385,2001
F30-F39 Mood [affective] disorders,47618,19713,34753,3021,13.0,3.0,46.2,26.0,51,141,34130,10105.0,8118,1032,1863017.6318630136,2001
"F40-F69 Neurotic, bahavioural & personality disorders",26807,11378,18641,3212,79.0,35.0,29.5,9.0,41,850,23061,2986.0,2368,1594,590170.4143150685,2001
F70-F79 Mental retardation,16143,9310,1604,5393,8.0,1.0,207.7,3.0,23,5743,10886,254.0,57,446,298725.82586301374,2001
F80-F99 Other mental and behavioural disorders,10387,5352,3965,1864,38.0,7.0,49.2,6.0,33,3240,5981,888.0,1018,733,260941.74130136985,2001
G00-G09 Inflammatory diseases of the central nervous system,3753,2601,2712,320,32.0,11.0,15.9,8.0,29,1597,2349,637.0,285,195,54864.06715068493,2001
G20-G26 Extrapyramidal & movement disorders (incl. Parkinsonism).,11092,7246,4933,4043,48.0,24.0,27.7,14.0,66,368,2966,4335.0,6271,3081,205275.0333150685,2001
"G10-G13, G30-G32 Other degenerative diseases (incl. Alzheimer).",12269,6983,6520,2200,33.0,11.0,60.0,17.0,72,371,2040,3946.0,9047,534,468579.6961643835,2001
G35-G37 Demyelinating diseases (incl Multiple Sclerosis) of the CNS.,15633,5707,3973,6756,31.0,11.0,17.1,6.0,45,124,14933,2121.0,336,6484,123446.3168630137,2001
G40-G47 Epilepsymigraine & other episodic disorders,74413,47500,54098,12841,88.0,50.0,5.4,1.0,46,13371,42217,15532.0,17509,2580,352461.75867123285,2001
"G50-G73, G90-G99 Other diseases & disorders of the nervous syst.",76047,32514,10029,56499,110.0,70.0,10.3,3.0,53,3197,46514,18776.0,12151,48259,248444.24531506846,2001
G80-G83 Cerebral palsy & other paralytic syndromes,14198,10336,5720,4411,87.0,44.0,39.0,13.0,47,3439,5985,4284.0,6290,3000,383800.85780821915,2001
H10-H13 Disorders of conjunctiva (including conjunctivitis),4316,2204,1009,3089,122.0,82.0,2.2,1.0,44,731,2319,860.0,489,2864,3013.258904109589,2001
H25-H28 Disorders of lens (including cataracts),265287,97312,1012,241315,175.0,146.0,1.4,1.0,75,477,21462,81965.0,161928,232394,42692.309493150686,2001
H40-H42 Glaucoma,14008,6362,2270,10865,51.0,35.0,2.3,1.0,67,155,3368,5224.0,5367,8633,12235.929369863014,2001
"H00-H06, H15-H22, H30-H36, H43-H5 Other disorders of the eye etc.",111083,53875,18032,87124,100.0,61.0,2.5,1.0,53,15468,41709,28440.0,27007,71346,97324.24608219179,2001
H60-H95 Diseases of the ear and mastoid process,83772,45819,12286,69256,103.0,62.0,1.8,1.0,23,48328,26398,6938.0,3388,45759,67559.5705479452,2001
I00-I09 Rheumatic heart disease,4300,2068,914,2818,133.0,84.0,12.9,9.0,64,67,1380,2566.0,1320,1276,38619.617452054794,2001
I10-I15 Hypertensive diseases,15024,9868,7586,3705,40.0,18.0,7.8,3.0,62,352,6781,6182.0,5495,2848,90854.76608219178,2001
I20-I25 Ischaemic heart diseases,295411,249761,179683,88562,115.0,75.0,7.1,5.0,67,29,105636,166480.0,114956,49443,1754172.6596575342,2001
I26-I28 Pulmonary heart disease & diseases of pulmonary circulation,17183,10510,14586,845,39.0,10.0,11.2,8.0,62,125,8630,7940.0,7785,1062,185433.94421917808,2001
I30-I52 Other forms of heart disease,195794,140903,139094,39075,92.0,52.0,10.2,6.0,70,2125,46119,86132.0,131462,24344,1740920.2739726026,2001
I60-I69 Cerebrovascular diseases,98251,71799,80133,6823,41.0,23.0,26.6,12.0,73,344,21975,44375.0,84674,969,2464511.3191232877,2001
"I70-I79 Diseases of arteries, arterioles & capillaries",61332,45759,18470,35507,49.0,27.0,11.1,4.0,68,372,15055,30056.0,28239,9513,564127.9636164383,2001
I80-I89 Diseases of veins & lymphatic system nec.,133338,67024,36506,84457,158.0,97.0,4.6,2.0,52,3043,88725,34318.0,19342,61888,327573.8970410959,2001
I95-I99 Other & unspecified disorders of the circulatory system,8687,5353,7040,1159,32.0,17.0,11.4,6.0,74,37,1494,2986.0,7621,920,93077.72756164384,2001
